,Number_of_Pitches,Number_of_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Mean_Pitch,Mean_Pitch_Class,Pitch_Variability,Pitch_Class_Variability,Pitch_Skewness,Pitch_Class_Skewness,Average_Number_of_Simultaneous_Pitch_Classes,Variability_of_Number_of_Simultaneous_Pitch_Classes,Average_Number_of_Simultaneous_Pitches,Variability_of_Number_of_Simultaneous_Pitches,Most_Common_Vertical_Interval,Vertical_Minor_Seconds,Vertical_Thirds,Vertical_Tritones,Vertical_Perfect_Fourths,Vertical_Perfect_Fifths,Vertical_Sixths,Vertical_Sevenths,Vertical_Octaves,Perfect_Vertical_Intervals,Vertical_Dissonance_Ratio,Vertical_Minor_Third_Prevalence,Vertical_Major_Third_Prevalence,Chord_Duration,Standard_Triads,Diminished_and_Augmented_Triads,Non-Standard_Chords,Initial_Time_Signature_0,Initial_Time_Signature_1,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Mean_Rhythmic_Value,Number_of_Pitched_Instruments
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16823.mid",14.0, 8.0, 21.0, 0.3421, 0.6579, 0.0, 56.0, 4.816, 5.39, 3.424, -0.6006, -0.1614, 1.65, 0.477, 1.975, 0.1561, 0.0, 0.0, 0.1026, 0.0, 0.02564, 0.2564, 0.1282, 0.1282, 0.3333, 0.6154, 0.1818, 0.05, 0.05, 0.7118, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 38.0, 1.9, 6.0, 5.0, 0.0, 0.6316, 0.9474, 0.2368, 0.0, 0.02632, 1.039, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16824.mid",10.0, 7.0, 20.0, 0.1691, 0.8309, 0.0, 59.0, 4.618, 5.803, 3.153, -0.1216, -0.3638, 1.964, 0.5475, 2.163, 0.3963, 7.0, 0.0, 0.229, 0.0, 0.03053, 0.4504, 0.04198, 0.003817, 0.1489, 0.6298, 0.1102, 0.06633, 0.2398, 2.083, 0.0184, 0.0, 0.1411, 3.0, 4.0, 1.0, 136.0, 1.36, 7.0, 6.0, 0.0, 0.1176, 0.9265, 0.4632, 0.02206, 0.03676, 1.581, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16825.mid",10.0, 6.0, 24.0, 0.2095, 0.7905, 0.0, 58.0, 3.248, 5.911, 2.688, -0.7299, -0.8396, 1.572, 0.5916, 2.072, 0.3057, 0.0, 0.0, 0.1534, 0.0, 0.07386, 0.2727, 0.03409, 0.01136, 0.4318, 0.7784, 0.03529, 0.01316, 0.1447, 1.65, 0.07595, 0.0, 0.02532, 3.0, 4.0, 1.0, 105.0, 1.382, 6.0, 6.0, 0.0, 0.1524, 0.8857, 0.4381, 0.0, 0.1048, 1.5, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16826.mid",10.0, 7.0, 26.0, 0.2609, 0.7391, 0.0, 60.0, 3.826, 7.113, 2.985, -0.8436, -0.1748, 1.768, 0.5149, 2.232, 0.4859, 4.0, 0.0, 0.4757, 0.0, 0.03883, 0.09709, 0.01942, 0.01942, 0.3107, 0.4466, 0.06186, 0.04348, 0.4638, 0.86, 0.06, 0.0, 0.0, 2.0, 2.0, 1.0, 69.0, 1.816, 6.0, 5.0, 0.0, 0.4928, 0.971, 0.2609, 0.0, 0.08696, 1.116, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16827.mid",15.0, 9.0, 24.0, 0.09259, 0.9074, 0.0, 62.0, 5.704, 5.702, 3.344, -0.3313, -1.163, 1.868, 0.6658, 2.342, 0.527, 0.0, 0.0, 0.1962, 0.003846, 0.1077, 0.2192, 0.09231, 0.08077, 0.2769, 0.6038, 0.1207, 0.1513, 0.1842, 1.185, 0.06542, 0.0, 0.1682, 2.0, 2.0, 1.0, 108.0, 1.421, 7.0, 7.0, 0.0, 0.1481, 0.8519, 0.4444, 0.009259, 0.1019, 1.648, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16828.mid",13.0, 8.0, 21.0, 0.175, 0.825, 0.0, 58.0, 5.612, 4.635, 3.448, 0.267, 0.533, 1.923, 0.6937, 2.167, 0.5168, 7.0, 0.0, 0.2477, 0.009174, 0.1193, 0.289, 0.08716, 0.0367, 0.1743, 0.5826, 0.09, 0.07692, 0.2692, 1.947, 0.1429, 0.0, 0.1429, 2.0, 2.0, 1.0, 80.0, 0.9302, 7.0, 6.0, 0.0, 0.025, 0.8, 0.6375, 0.05, 0.0625, 2.112, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16829.mid",13.0, 9.0, 19.0, 0.3114, 0.6886, 0.0, 56.0, 4.874, 4.712, 3.528, -0.2707, -0.1069, 1.627, 0.4997, 1.994, 0.1728, 0.0, 0.0, 0.2535, 0.0, 0.005941, 0.2713, 0.04356, 0.04554, 0.3644, 0.6416, 0.0654, 0.1195, 0.1355, 1.733, 0.01286, 0.0, 0.0, 4.0, 4.0, 3.0, 334.0, 1.3, 7.0, 7.0, 0.0, 0.1737, 0.8982, 0.4491, 0.008982, 0.08683, 1.51, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1683.mid",28.0, 11.0, 32.0, 0.2489, 0.7254, 0.02564, 59.0, 4.907, 7.532, 3.589, -0.3025, -0.0777, 2.277, 0.6928, 2.584, 0.8717, 7.0, 0.007528, 0.3272, 0.01534, 0.09294, 0.1977, 0.1508, 0.04777, 0.1283, 0.4189, 0.1149, 0.3413, 0.2942, 1.202, 0.2815, 0.01824, 0.1182, 2.0, 2.0, 1.0, 936.0, 1.315, 7.0, 7.0, 0.0, 0.0641, 0.7532, 0.5096, 0.03846, 0.1111, 1.977, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16830.mid",13.0, 6.0, 26.0, 0.2521, 0.7479, 0.0, 61.0, 5.145, 7.94, 3.975, 0.5387, 0.1092, 1.679, 0.775, 2.667, 0.5879, 0.0, 0.0, 0.232, 0.0, 0.03608, 0.09794, 0.07732, 0.005155, 0.549, 0.683, 0.007792, 0.1481, 0.284, 2.614, 0.3544, 0.0, 0.03797, 4.0, 4.0, 3.0, 242.0, 1.399, 5.0, 5.0, 0.0, 0.0, 0.8099, 0.5455, 0.008264, 0.1653, 1.785, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16831.mid",13.0, 7.0, 24.0, 0.2963, 0.7037, 0.0, 61.0, 4.35, 7.736, 3.55, 0.5186, -0.5495, 1.855, 0.6854, 2.602, 0.5546, 0.0, 0.0, 0.3131, 0.0, 0.03448, 0.1793, 0.07448, 0.002759, 0.3945, 0.6083, 0.004155, 0.1728, 0.3549, 1.896, 0.2443, 0.0, 0.00905, 4.0, 4.0, 3.0, 243.0, 1.405, 7.0, 6.0, 0.0, 0.01235, 0.8354, 0.5226, 0.00823, 0.1358, 1.735, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16832.mid",16.0, 8.0, 27.0, 0.2475, 0.7525, 0.0, 59.0, 6.436, 7.263, 3.291, 0.4417, -0.5145, 2.25, 0.6982, 2.91, 0.3192, 0.0, 0.0, 0.3251, 0.0, 0.0, 0.1767, 0.2155, 0.0, 0.2827, 0.4594, 0.0, 0.3, 0.54, 1.722, 0.4706, 0.0, 0.0, 2.0, 2.0, 1.0, 101.0, 2.02, 7.0, 5.0, 0.0, 0.07921, 0.9703, 0.3465, 0.0297, 0.05941, 1.441, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16833.mid",12.0, 7.0, 26.0, 0.3022, 0.6978, 0.0, 61.0, 4.986, 8.015, 3.499, -1.117, -0.01233, 2.059, 0.9194, 2.717, 0.4504, 0.0, 0.0, 0.3378, 0.0, 0.01622, 0.2189, 0.08378, 0.01081, 0.3189, 0.5541, 0.02493, 0.2763, 0.5132, 1.548, 0.663, 0.0, 0.08696, 3.0, 4.0, 1.0, 139.0, 1.829, 6.0, 5.0, 0.0, 0.1439, 0.9065, 0.4604, 0.0, 0.07914, 1.496, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16834.mid",18.0, 8.0, 29.0, 0.2857, 0.7143, 0.0, 58.0, 4.681, 7.43, 3.392, -0.4716, -0.2824, 2.212, 0.6795, 2.705, 0.456, 4.0, 0.0, 0.5293, 0.005319, 0.0133, 0.1489, 0.07447, 0.01596, 0.2048, 0.367, 0.03014, 0.4103, 0.5897, 1.557, 0.3759, 0.01504, 0.04511, 2.0, 2.0, 1.0, 119.0, 1.384, 7.0, 5.0, 0.0, 0.2017, 0.8655, 0.5714, 0.01681, 0.01681, 1.773, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16835.mid",18.0, 8.0, 28.0, 0.2381, 0.754, 0.007937, 61.0, 5.0, 7.439, 3.478, -0.2496, 0.0, 2.058, 0.7989, 2.625, 0.4841, 0.0, 0.003704, 0.3593, 0.0, 0.01852, 0.2037, 0.1074, 0.01852, 0.2778, 0.5, 0.03448, 0.375, 0.275, 1.151, 0.4235, 0.0, 0.07059, 2.0, 2.0, 1.0, 126.0, 2.032, 7.0, 5.0, 0.0, 0.1508, 0.9524, 0.2302, 0.01587, 0.04762, 1.25, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16836.mid",16.0, 7.0, 25.0, 0.3699, 0.6301, 0.0, 58.0, 4.608, 7.523, 3.138, -0.4875, -0.3746, 1.848, 0.6907, 2.311, 0.4893, 4.0, 0.001546, 0.4189, 0.001546, 0.04019, 0.1128, 0.102, 0.02164, 0.2828, 0.4359, 0.04523, 0.1818, 0.4116, 1.35, 0.2135, 0.0, 0.04494, 4.0, 4.0, 3.0, 319.0, 1.526, 6.0, 6.0, 0.0, 0.1442, 0.8934, 0.3824, 0.0, 0.09091, 1.437, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16837.mid",17.0, 8.0, 26.0, 0.1924, 0.7805, 0.0271, 61.0, 4.198, 7.319, 3.738, 0.521, -0.6438, 2.077, 0.6843, 2.817, 0.4125, 0.0, 0.0, 0.3519, 0.0, 0.05361, 0.1784, 0.0731, 0.006823, 0.3314, 0.5634, 0.01183, 0.3196, 0.3428, 1.586, 0.3119, 0.0, 0.03215, 4.0, 4.0, 3.0, 369.0, 1.8, 6.0, 5.0, 0.0, 0.05691, 0.9485, 0.4526, 0.0, 0.04336, 1.484, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16838.mid",15.0, 7.0, 26.0, 0.2214, 0.7786, 0.0, 62.0, 4.916, 7.724, 3.942, -1.136, -0.0639, 1.769, 0.795, 2.769, 0.4685, 0.0, 0.0, 0.1257, 0.0, 0.06831, 0.1489, 0.09699, 0.01366, 0.5191, 0.7363, 0.04274, 0.07692, 0.1993, 1.524, 0.3161, 0.0, 0.1032, 4.0, 4.0, 3.0, 262.0, 1.701, 6.0, 6.0, 0.0, 0.2328, 0.8282, 0.4198, 0.0, 0.1527, 1.511, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16839.mid",14.0, 8.0, 27.0, 0.2059, 0.7941, 0.0, 60.0, 3.476, 6.791, 3.219, -0.829, -0.4879, 1.949, 0.5353, 2.659, 0.4962, 0.0, 0.0, 0.2541, 0.0, 0.05684, 0.2564, 0.05104, 0.02668, 0.3121, 0.6253, 0.07481, 0.01081, 0.3622, 1.116, 0.07818, 0.0, 0.06515, 4.0, 4.0, 3.0, 340.0, 1.735, 7.0, 7.0, 0.0, 0.3588, 0.8324, 0.3765, 0.008824, 0.1294, 1.456, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1684.mid",28.0, 11.0, 32.0, 0.2489, 0.7254, 0.02564, 59.0, 4.911, 7.536, 3.587, -0.3007, -0.07417, 2.276, 0.6862, 2.579, 0.864, 7.0, 0.006993, 0.324, 0.01661, 0.09586, 0.1967, 0.1518, 0.04866, 0.1279, 0.4205, 0.1157, 0.3399, 0.2872, 1.198, 0.2831, 0.01824, 0.1229, 2.0, 2.0, 1.0, 936.0, 1.315, 7.0, 7.0, 0.0, 0.0641, 0.7543, 0.5118, 0.03739, 0.1111, 1.974, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16840.mid",20.0, 9.0, 29.0, 0.2641, 0.7359, 0.0, 58.0, 4.604, 7.773, 3.56, -0.4804, -0.3338, 1.857, 0.7436, 2.538, 0.5128, 0.0, 0.0, 0.327, 0.003442, 0.02496, 0.1256, 0.0852, 0.004303, 0.4053, 0.5559, 0.03289, 0.1523, 0.3871, 1.483, 0.3017, 0.005587, 0.03352, 4.0, 4.0, 3.0, 515.0, 1.776, 6.0, 6.0, 0.0, 0.1981, 0.9495, 0.3961, 0.0, 0.04078, 1.375, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16841.mid",17.0, 8.0, 26.0, 0.2783, 0.7217, 0.0, 59.0, 4.539, 7.114, 3.333, -0.06601, -0.4148, 2.115, 0.6553, 2.754, 0.4306, 0.0, 0.003268, 0.2745, 0.0, 0.07516, 0.232, 0.1046, 0.01634, 0.2745, 0.5817, 0.04082, 0.1639, 0.3607, 1.127, 0.2745, 0.0, 0.05882, 2.0, 2.0, 1.0, 115.0, 1.742, 7.0, 6.0, 0.0, 0.2, 0.9391, 0.4087, 0.02609, 0.08696, 1.461, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16842.mid",21.0, 10.0, 27.0, 0.3214, 0.6786, 0.0, 57.0, 4.893, 6.519, 3.457, -0.1808, -0.09297, 1.972, 0.7392, 2.585, 0.5557, 0.0, 0.0, 0.3576, 0.004283, 0.01285, 0.1542, 0.1478, 0.01927, 0.2976, 0.4647, 0.03091, 0.2972, 0.3113, 1.392, 0.2876, 0.01307, 0.04575, 2.0, 2.0, 1.0, 168.0, 1.474, 7.0, 7.0, 0.0, 0.1071, 0.9286, 0.5179, 0.0119, 0.02976, 1.631, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16843.mid",19.0, 10.0, 26.0, 0.329, 0.671, 0.0, 58.0, 5.316, 7.274, 3.456, 0.1437, 0.2744, 2.237, 0.6416, 2.635, 0.5783, 7.0, 0.002762, 0.3315, 0.01381, 0.03591, 0.2597, 0.1243, 0.02486, 0.1851, 0.4807, 0.06785, 0.2051, 0.3974, 1.01, 0.2971, 0.01449, 0.1014, 2.0, 2.0, 1.0, 155.0, 1.938, 6.0, 5.0, 0.0, 0.2387, 0.929, 0.329, 0.0, 0.02581, 1.326, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16844.mid",19.0, 8.0, 31.0, 0.2245, 0.7619, 0.01361, 59.0, 5.952, 7.505, 3.527, 0.7641, -0.891, 2.205, 0.6715, 2.849, 0.4275, 0.0, 0.005025, 0.2965, 0.005025, 0.03266, 0.2312, 0.1231, 0.0201, 0.2739, 0.5377, 0.04462, 0.2397, 0.4178, 1.194, 0.3413, 0.0, 0.04762, 2.0, 2.0, 1.0, 147.0, 1.934, 7.0, 5.0, 0.0, 0.1361, 0.9456, 0.3673, 0.02041, 0.05442, 1.415, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16845.mid",16.0, 8.0, 26.0, 0.1884, 0.7826, 0.02899, 62.0, 4.826, 7.278, 3.441, -0.5197, -0.1516, 2.238, 0.6227, 3.0, 0.3086, 7.0, 0.0, 0.276, 0.01042, 0.002604, 0.3099, 0.08333, 0.03125, 0.2708, 0.5833, 0.06077, 0.2698, 0.3333, 1.497, 0.1709, 0.03419, 0.1111, 2.0, 2.0, 1.0, 138.0, 1.971, 6.0, 5.0, 0.0, 0.05797, 0.971, 0.3478, 0.0, 0.007246, 1.37, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16846.mid",20.0, 10.0, 29.0, 0.2974, 0.7026, 0.0, 58.0, 5.256, 7.176, 3.221, 0.2294, 0.2388, 2.048, 0.6941, 2.532, 0.5095, 0.0, 0.0, 0.2802, 0.002571, 0.05141, 0.2442, 0.1234, 0.02314, 0.2648, 0.5604, 0.03733, 0.1862, 0.3245, 1.03, 0.2925, 0.0, 0.04762, 2.0, 2.0, 1.0, 195.0, 2.031, 7.0, 7.0, 0.0, 0.159, 0.959, 0.2256, 0.005128, 0.03077, 1.228, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16847.mid",16.0, 8.0, 29.0, 0.1938, 0.8062, 0.0, 59.0, 6.279, 6.929, 3.018, 0.6444, -0.7166, 2.144, 0.6799, 2.915, 0.2785, 0.0, 0.0, 0.3743, 0.0, 0.0, 0.1617, 0.1078, 0.01497, 0.3263, 0.488, 0.03086, 0.3559, 0.4746, 1.202, 0.3265, 0.0, 0.05102, 3.0, 4.0, 1.0, 129.0, 2.115, 6.0, 5.0, 0.0, 0.1085, 0.9767, 0.3333, 0.0, 0.0155, 1.333, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16848.mid",19.0, 9.0, 29.0, 0.1772, 0.8228, 0.0, 60.0, 5.671, 7.032, 3.347, -0.7344, -1.191, 1.853, 0.7001, 2.529, 0.5222, 0.0, 0.0, 0.3011, 0.002841, 0.02557, 0.1307, 0.1165, 0.03125, 0.3608, 0.517, 0.06991, 0.3471, 0.1529, 1.101, 0.1754, 0.0, 0.09649, 3.0, 4.0, 1.0, 158.0, 1.816, 7.0, 6.0, 0.0, 0.3038, 0.8797, 0.3481, 0.01266, 0.1519, 1.37, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16849.mid",20.0, 9.0, 31.0, 0.2477, 0.7477, 0.004587, 59.0, 5.468, 7.252, 3.456, -0.03795, 0.4061, 2.28, 0.6634, 2.867, 0.3899, 7.0, 0.001667, 0.35, 0.001667, 0.03667, 0.2233, 0.135, 0.02167, 0.22, 0.48, 0.03627, 0.3486, 0.4083, 1.295, 0.3505, 0.0, 0.06701, 2.0, 2.0, 1.0, 218.0, 1.847, 7.0, 7.0, 0.0, 0.1927, 0.9312, 0.3807, 0.01376, 0.0367, 1.433, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1685.mid",22.0, 9.0, 31.0, 0.2989, 0.6858, 0.01533, 58.0, 5.496, 7.828, 3.67, -0.2327, -0.4119, 2.154, 0.5957, 2.458, 0.711, 7.0, 0.003597, 0.3121, 0.004496, 0.07059, 0.2325, 0.161, 0.04317, 0.1538, 0.4568, 0.07544, 0.2463, 0.3235, 0.4133, 0.2196, 0.002062, 0.06907, 2.0, 2.0, 1.0, 522.0, 3.838, 8.0, 9.0, 0.2854, 0.6916, 0.7069, 0.04406, 0.0, 0.1034, 0.6451, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16850.mid",21.0, 9.0, 29.0, 0.3486, 0.6514, 0.0, 57.0, 5.417, 7.741, 3.35, -0.1547, 0.3738, 2.091, 0.6403, 2.768, 0.4532, 0.0, 0.003565, 0.328, 0.01426, 0.01783, 0.1355, 0.1373, 0.03922, 0.3137, 0.467, 0.07266, 0.3318, 0.2955, 1.076, 0.212, 0.02717, 0.09239, 2.0, 2.0, 1.0, 218.0, 1.847, 7.0, 7.0, 0.0, 0.2202, 0.9404, 0.3761, 0.01376, 0.0367, 1.397, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16851.mid",23.0, 10.0, 31.0, 0.2876, 0.7039, 0.008584, 60.0, 5.206, 7.828, 3.33, 0.001645, 0.1856, 2.273, 0.5479, 2.656, 0.4831, 4.0, 0.0, 0.4334, 0.003373, 0.03879, 0.1855, 0.1231, 0.02024, 0.1686, 0.3929, 0.05329, 0.3867, 0.418, 1.304, 0.2716, 0.00823, 0.06996, 2.0, 2.0, 1.0, 233.0, 1.792, 7.0, 7.0, 0.0, 0.1202, 0.9571, 0.4206, 0.01717, 0.04292, 1.461, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16852.mid",17.0, 8.0, 26.0, 0.2682, 0.7318, 0.0, 59.0, 5.112, 7.2, 3.536, -0.1606, 0.09479, 2.173, 0.7176, 2.699, 0.5595, 4.0, 0.0, 0.3089, 0.01047, 0.0445, 0.2042, 0.1832, 0.01047, 0.2147, 0.4634, 0.04658, 0.1218, 0.5321, 1.096, 0.378, 0.007874, 0.06299, 2.0, 2.0, 1.0, 179.0, 2.295, 7.0, 5.0, 0.0, 0.2402, 0.933, 0.1955, 0.01117, 0.06704, 1.176, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16853.mid",18.0, 8.0, 31.0, 0.1877, 0.7884, 0.02389, 61.0, 5.433, 7.691, 3.692, -0.3701, -1.273, 2.25, 0.6699, 2.877, 0.3506, 0.0, 0.0, 0.2797, 0.0, 0.006757, 0.1919, 0.2216, 0.01351, 0.273, 0.4716, 0.02778, 0.3396, 0.3433, 1.365, 0.4163, 0.0, 0.02146, 2.0, 2.0, 1.0, 293.0, 2.007, 7.0, 6.0, 0.0, 0.09556, 0.9727, 0.3003, 0.01024, 0.03754, 1.316, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16854.mid",19.0, 10.0, 26.0, 0.3066, 0.6934, 0.0, 58.0, 4.854, 6.94, 3.455, -0.5934, -0.127, 2.218, 0.7226, 2.593, 0.6388, 7.0, 0.002041, 0.3061, 0.002041, 0.05714, 0.2184, 0.1837, 0.04082, 0.1653, 0.4408, 0.07456, 0.2315, 0.3889, 1.134, 0.3652, 0.0, 0.1124, 2.0, 2.0, 1.0, 212.0, 1.927, 7.0, 6.0, 0.0, 0.2642, 0.9811, 0.3868, 0.01415, 0.0283, 1.321, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16855.mid",18.0, 8.0, 27.0, 0.2778, 0.7222, 0.0, 57.0, 5.694, 7.018, 3.314, 0.2494, -1.182, 2.164, 0.5864, 2.621, 0.5821, 3.0, 0.003759, 0.3722, 0.003759, 0.0188, 0.1955, 0.1917, 0.01128, 0.1992, 0.4135, 0.02308, 0.5431, 0.181, 1.258, 0.2596, 0.0, 0.03846, 2.0, 2.0, 1.0, 108.0, 1.862, 7.0, 7.0, 0.0, 0.1389, 0.9444, 0.3241, 0.02778, 0.05556, 1.407, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16856.mid",18.0, 9.0, 26.0, 0.2721, 0.7279, 0.0, 58.0, 5.244, 6.624, 3.416, -0.05281, 0.2141, 2.362, 0.5703, 2.844, 0.4006, 4.0, 0.00134, 0.3485, 0.0134, 0.06032, 0.193, 0.1676, 0.02279, 0.1783, 0.4316, 0.05516, 0.2246, 0.5217, 1.138, 0.3118, 0.03802, 0.1179, 2.0, 2.0, 1.0, 283.0, 2.051, 7.0, 7.0, 0.0, 0.2509, 0.9717, 0.4382, 0.0106, 0.02473, 1.387, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16857.mid",19.0, 9.0, 29.0, 0.2555, 0.7445, 0.0, 59.0, 5.617, 6.897, 3.229, 0.5998, 0.5731, 2.365, 0.6015, 2.92, 0.4622, 0.0, 0.0, 0.2732, 0.003436, 0.06186, 0.1856, 0.2268, 0.02577, 0.2079, 0.4553, 0.04676, 0.19, 0.525, 1.134, 0.385, 0.0, 0.07487, 2.0, 2.0, 1.0, 227.0, 2.225, 7.0, 7.0, 0.0, 0.2335, 0.9471, 0.2907, 0.01322, 0.05286, 1.286, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16858.mid",17.0, 8.0, 27.0, 0.34, 0.66, 0.0, 57.0, 5.835, 7.38, 3.176, 0.1037, -1.1, 2.189, 0.6206, 2.916, 0.451, 7.0, 0.001818, 0.2127, 0.005455, 0.02545, 0.3, 0.1473, 0.01455, 0.2891, 0.6145, 0.02612, 0.2263, 0.2737, 1.231, 0.3036, 0.0, 0.04167, 2.0, 2.0, 1.0, 200.0, 2.041, 7.0, 6.0, 0.0, 0.15, 0.93, 0.34, 0.015, 0.08, 1.385, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16859.mid",19.0, 10.0, 27.0, 0.2288, 0.7712, 0.0, 59.0, 5.856, 6.837, 3.293, -0.1706, -0.1314, 2.321, 0.6986, 2.869, 0.4804, 0.0, 0.005768, 0.2718, 0.007931, 0.05624, 0.186, 0.2221, 0.01442, 0.2249, 0.4672, 0.04051, 0.2218, 0.4657, 0.8831, 0.4662, 0.0, 0.06061, 2.0, 2.0, 1.0, 319.0, 2.532, 8.0, 9.0, 0.1787, 0.2978, 0.79, 0.2351, 0.01254, 0.04702, 1.123, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1686.mid",22.0, 9.0, 31.0, 0.2989, 0.6858, 0.01533, 58.0, 5.496, 7.828, 3.67, -0.2327, -0.4119, 2.154, 0.5926, 2.454, 0.7082, 7.0, 0.003613, 0.3107, 0.004517, 0.07091, 0.2335, 0.1626, 0.04336, 0.1527, 0.4571, 0.07476, 0.2445, 0.3235, 0.4133, 0.2216, 0.002062, 0.06907, 2.0, 2.0, 1.0, 522.0, 3.838, 8.0, 9.0, 0.2874, 0.6935, 0.705, 0.04406, 0.0, 0.1015, 0.6442, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16860.mid",20.0, 9.0, 29.0, 0.2762, 0.7238, 0.0, 58.0, 6.196, 7.478, 3.298, 0.3225, -0.7312, 2.215, 0.6993, 2.715, 0.4726, 0.0, 0.0, 0.2714, 0.02322, 0.03923, 0.1769, 0.1785, 0.04323, 0.245, 0.4612, 0.09754, 0.3184, 0.2832, 0.6783, 0.307, 0.03721, 0.1395, 2.0, 2.0, 1.0, 362.0, 2.785, 8.0, 9.0, 0.2099, 0.3508, 0.7597, 0.1271, 0.008287, 0.04972, 0.962, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16861.mid",21.0, 9.0, 31.0, 0.2594, 0.7375, 0.003125, 59.0, 5.862, 7.872, 3.45, -0.9003, -0.989, 2.169, 0.6918, 2.805, 0.4577, 0.0, 0.00542, 0.2484, 0.00542, 0.04607, 0.1698, 0.1644, 0.03433, 0.2954, 0.5113, 0.08211, 0.2357, 0.3595, 0.6224, 0.2429, 0.0, 0.1571, 2.0, 2.0, 1.0, 320.0, 2.909, 8.0, 9.0, 0.2562, 0.4437, 0.725, 0.1531, 0.0125, 0.04063, 0.925, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16862.mid",16.0, 8.0, 24.0, 0.2063, 0.7937, 0.0, 60.0, 6.21, 6.583, 3.2, 0.03472, -0.741, 2.241, 0.6118, 2.745, 0.558, 7.0, 0.0, 0.2152, 0.002747, 0.1044, 0.2189, 0.1639, 0.03938, 0.2115, 0.5348, 0.09419, 0.1729, 0.3248, 0.5919, 0.2113, 0.0, 0.1546, 2.0, 2.0, 1.0, 315.0, 2.917, 8.0, 9.0, 0.2476, 0.4667, 0.7111, 0.1492, 0.009524, 0.05714, 0.9341, 1.0
