index,Range
8578,31
8579,31
8580,34
8581,31
8582,33
8583,31
8584,31
8585,29
8586,29
8587,31
8588,31
8589,29
8590,31
8591,31
8592,29
8593,20
8594,27
8595,26
8596,27
8597,28
8598,26
8599,24
8600,27
8601,31
8602,29
8603,31
8604,31
8605,29
8606,31
8607,29
8608,29
8609,31
8610,32
8611,28
8612,28
8613,31
8614,32
8615,32
8616,31
8617,27
8618,32
8619,31
8620,34
8621,31
8622,33
8623,33
8624,31
8625,31
8626,26
8627,29
8628,31
8629,31
8630,31
8631,31
8632,31
8633,29
8634,30
8635,30
8636,31
8637,31
8638,32
8639,31
8640,29
8641,29
8642,30
8643,28
8644,31
8645,26
8646,30
8647,27
8648,31
8649,26
8650,31
8651,30
8652,32
8653,24
8654,31
8655,29
8656,33
8657,31
8658,32
8659,31
8660,29
8661,31
8662,31
8663,31
8664,29
8665,29
8666,29
8667,29
8668,31
8669,29
8670,30
8671,29
8672,29
8673,29
8674,27
8675,31
8676,30
8677,27
8678,28
8679,31
8680,31
8681,26
8682,29
8683,28
8684,35
8685,32
8686,29
8687,27
8688,21
8689,21
8690,21
8691,23
8692,29
8693,24
8694,31
8695,22
8696,22
8697,24
8698,17
8699,26
8700,26
8701,24
8702,24
8703,26
8704,29
8705,24
8706,24
8707,19
8708,21
8709,26
8710,28
8711,26
8712,22
8713,26
8714,24
8715,29
8716,31
8717,26
8718,31
8719,29
8720,31
8721,31
8722,33
8723,33
8724,33
8725,33
8726,31
8727,31
8728,29
8729,29
8730,33
8731,33
8732,28
8733,26
8734,29
8735,28
8736,31
8737,33
8738,31
8739,31
8740,33
8741,33
8742,33
8743,33
8744,29
8745,31
8746,29
8747,29
8748,26
8749,27
8750,27
8751,27
8752,24
8753,29
8754,28
8755,28
8756,28
8757,26
8758,29
8759,27
8760,36
8761,36
8762,31
8763,31
8764,31
8765,31
8766,31
8767,31
8768,29
8769,29
8770,29
8771,29
8772,27
8773,28
8774,27
8775,29
8776,27
8777,26
8778,26
8779,26
8780,29
8781,29
8782,31
8783,27
8784,31
8785,31
8786,31
8787,31
8788,32
8789,34
8790,31
8791,33
8792,31
8793,31
8794,30
8795,31
8796,34
8797,31
8798,26
8799,32
8800,31
8801,31
8802,29
8803,26
8804,31
8805,31
8806,29
8807,31
8808,26
8809,31
8810,31
8811,31
8812,31
8813,31
8814,31
8815,29
8816,29
8817,26
8818,31
8819,19
8820,27
8821,24
8822,27
8823,27
8824,27
8825,27
8826,31
8827,26
8828,27
8829,30
8830,27
8831,25
8832,26
8833,24
8834,29
8835,27
8836,29
8837,24
8838,29
8839,29
8840,24
8841,29
8842,27
8843,26
8844,31
8845,24
8846,29
8847,27
8848,28
8849,24
8850,29
8851,29
8852,22
8853,31
8854,29
8855,31
8856,32
8857,20
8858,31
8859,28
8860,31
8861,33
8862,31
8863,29
8864,32
8865,31
8866,31
8867,31
8868,29
8869,27
8870,33
8871,27
8872,28
8873,28
8874,31
8875,29
8876,31
8877,31
8878,26
8879,29
8880,31
8881,31
8882,29
8883,31
8884,29
8885,31
8886,31
8887,31
8888,31
8889,29
8890,29
8891,29
8892,31
8893,32
8894,29
8895,31
8896,28
8897,27
8898,29
8899,27
8900,31
8901,29
8902,32
8903,31
8904,31
8905,32
8906,31
8907,32
8908,34
8909,33
8910,30
8911,32
8912,31
8913,31
8914,32
8915,31
8916,36
8917,32
8918,29
8919,27
8920,32
8921,34
8922,32
8923,34
8924,34
8925,29
8926,33
8927,31
8928,31
8929,34
8930,31
8931,33
8932,34
8933,29
8934,31
8935,27
8936,31
8937,30
8938,33
8939,31
8940,32
8941,33
8942,31
8943,32
8944,30
8945,29
8946,29
8947,29
8948,27
8949,29
8950,31
8951,34
8952,24
8953,28
8954,31
8955,31
8956,31
8957,33
8958,31
8959,32
8960,26
8961,31
8962,29
8963,29
8964,29
8965,31
8966,31
8967,28
8968,29
8969,31
8970,29
8971,28
8972,26
8973,33
8974,29
8975,26
8976,28
8977,28
8978,29
8979,24
8980,29
8981,31
8982,29
8983,31
8984,31
8985,24
8986,33
8987,29
8988,33
8989,31
8990,33
8991,29
8992,33
8993,31
8994,33
8995,32
8996,33
8997,31
8998,31
8999,32
9000,31
9001,31
9002,31
9003,27
9004,28
9005,31
9006,31
9007,31
9008,33
9009,33
9010,29
9011,29
9012,31
9013,34
9014,26
9015,24
9016,24
9017,24
9018,28
9019,32
9020,27
9021,24
9022,27
9023,36
9024,31
9025,22
9026,26
9027,22
9028,29
9029,24
9030,24
9031,24
9032,20
9033,29
9034,29
9035,39
9036,29
9037,29
9038,31
9039,29
9040,39
9041,32
9042,27
9043,27
9044,29
9045,34
9046,29
9047,31
9048,31
9049,29
9050,31
9051,32
9052,29
9053,33
9054,31
9055,31
9056,36
9057,41
9058,36
9059,34
9060,34
9061,24
9062,31
9063,24
9064,33
9065,24
9066,31
9067,33
9068,36
9069,33
9070,33
9071,31
9072,31
9073,29
9074,29
9075,29
9076,34
9077,38
9078,34
9079,29
9080,34
9081,38
9082,27
9083,29
9084,34
9085,34
9086,38
9087,36
9088,28
9089,33
9090,33
9091,36
9092,36
9093,29
9094,24
9095,29
9096,36
9097,27
9098,34
9099,32
9100,41
9101,38
9102,33
9103,38
9104,36
9105,38
9106,36
9107,31
9108,36
9109,34
9110,31
9111,36
9112,33
9113,34
9114,35
9115,34
9116,34
9117,31
9118,31
9119,34
9120,34
9121,36
9122,36
9123,32
9124,36
9125,33
9126,36
9127,33
9128,29
9129,33
9130,36
9131,31
9132,34
9133,33
9134,34
9135,36
9136,34
9137,36
9138,33
9139,38
9140,36
9141,36
9142,37
9143,37
9144,38
9145,36
9146,36
9147,31
9148,36
9149,33
9150,33
9151,34
9152,38
9153,38
9154,21
9155,29
9156,27
9157,29
9158,34
9159,27
9160,27
9161,29
9162,31
9163,31
9164,36
9165,34
9166,38
9167,34
9168,38
9169,33
9170,33
9171,31
9172,33
9173,31
9174,31
9175,34
9176,36
9177,36
9178,36
9179,36
9180,34
9181,36
9182,36
9183,33
9184,36
9185,36
9186,22
9187,31
9188,33
9189,29
9190,36
9191,36
9192,31
9193,34
9194,31
9195,29
9196,33
9197,33
9198,24
9199,36
9200,33
9201,36
9202,36
9203,31
9204,34
9205,33
9206,29
9207,33
9208,34
9209,31
9210,31
9211,31
9212,31
9213,31
9214,31
9215,32
9216,31
9217,36
9218,31
9219,36
9220,32
9221,34
9222,29
9223,31
9224,36
9225,31
9226,36
9227,32
9228,31
9229,34
9230,29
9231,34
9232,34
9233,34
9234,31
9235,31
9236,29
9237,31
9238,31
9239,29
9240,33
9241,31
9242,31
9243,32
9244,31
9245,36
9246,31
9247,32
9248,36
9249,28
9250,31
9251,34
9252,31
9253,36
9254,26
9255,26
9256,33
9257,33
9258,32
9259,35
9260,33
9261,26
9262,31
9263,26
9264,29
9265,29
9266,27
9267,24
9268,24
9269,33
9270,36
9271,32
9272,31
9273,33
9274,36
9275,26
9276,33
9277,34
9278,27
9279,32
9280,36
9281,29
9282,38
9283,34
9284,32
9285,31
9286,32
9287,28
9288,38
9289,33
9290,33
9291,33
9292,36
9293,35
9294,34
9295,36
9296,34
9297,37
9298,38
9299,27
9300,31
9301,27
9302,29
9303,33
9304,34
9305,31
9306,26
9307,26
9308,29
9309,27
9310,29
9311,32
9312,26
9313,29
9314,28
9315,32
9316,26
9317,33
9318,27
9319,29
9320,24
9321,34
9322,36
9323,29
9324,31
9325,38
9326,26
9327,24
9328,33
9329,31
9330,33
9331,29
9332,35
9333,32
9334,36
9335,33
9336,31
9337,33
9338,34
9339,33
9340,36
9341,33
9342,31
9343,36
9344,32
9345,32
9346,32
9347,34
9348,31
9349,31
9350,31
9351,36
9352,31
9353,31
9354,34
9355,34
9356,34
9357,34
9358,33
9359,31
9360,32
9361,31
9362,31
9363,32
9364,33
9365,34
9366,32
9367,33
9368,33
9369,33
9370,29
9371,33
9372,33
9373,36
9374,34
9375,33
9376,31
9377,29
9378,33
9379,32
9380,34
9381,36
9382,36
9383,32
9384,34
9385,38
9386,36
9387,33
9388,36
9389,36
9390,34
9391,33
9392,33
9393,34
9394,29
9395,31
9396,34
9397,39
9398,33
9399,36
9400,36
9401,27
9402,31
9403,31
9404,31
9405,31
9406,33
9407,36
9408,31
9409,29
9410,29
9411,27
9412,29
9413,32
9414,31
9415,28
9416,29
9417,34
9418,34
9419,39
9420,35
9421,20
9422,24
9423,26
9424,27
9425,29
9426,26
9427,27
9428,32
9429,34
9430,31
9431,29
9432,29
9433,27
9434,25
9435,27
9436,29
9437,29
9438,26
9439,27
9440,26
9441,26
9442,22
9443,26
9444,28
9445,29
9446,22
9447,27
9448,26
9449,27
9450,26
9451,27
9452,24
9453,27
9454,31
9455,33
9456,29
9457,26
9458,29
9459,29
9460,26
9461,24
9462,29
9463,24
9464,29
9465,24
9466,27
9467,27
9468,27
9469,29
9470,27
9471,27
9472,29
9473,27
9474,25
9475,29
9476,26
9477,24
9478,26
9479,29
9480,29
9481,31
9482,29
9483,27
9484,29
9485,27
9486,27
9487,26
9488,27
9489,28
9490,29
9491,31
9492,27
9493,28
9494,34
9495,31
9496,31
9497,33
9498,32
9499,27
9500,31
9501,31
9502,28
9503,28
9504,31
9505,31
9506,31
9507,27
9508,26
9509,31
9510,27
9511,29
9512,31
9513,31
9514,32
9515,29
9516,27
9517,26
9518,27
9519,29
9520,27
9521,31
9522,29
9523,33
9524,29
9525,29
9526,27
9527,29
9528,29
9529,32
9530,29
9531,29
9532,31
9533,31
9534,36
9535,32
9536,29
9537,29
9538,27
9539,33
9540,34
9541,33
9542,33
9543,33
9544,33
9545,36
9546,31
9547,27
9548,29
9549,27
9550,29
9551,27
9552,29
9553,29
9554,27
9555,29
9556,27
9557,29
9558,29
9559,29
9560,27
9561,33
9562,25
9563,43
9564,43
9565,38
9566,38
9567,38
9568,39
9569,34
9570,39
9571,39
9572,39
9573,39
9574,34
9575,34
9576,34
9577,39
9578,35
9579,39
9580,39
9581,34
9582,39
9583,38
9584,34
9585,38
9586,32
9587,32
9588,32
9589,39
9590,39
9591,39
9592,36
9593,33
9594,36
9595,36
9596,36
9597,36
9598,36
9599,36
9600,36
9601,38
9602,38
9603,38
9604,36
9605,33
9606,36
9607,27
9608,32
9609,27
9610,32
9611,38
9612,40
9613,33
9614,40
9615,40
9616,40
9617,31
9618,29
9619,32
9620,33
9621,31
9622,33
9623,31
9624,34
9625,20
9626,24
9627,24
9628,33
9629,31
9630,29
9631,31
9632,33
9633,28
9634,29
9635,34
9636,34
9637,34
9638,31
9639,33
9640,34
9641,33
9642,31
9643,31
9644,31
9645,34
9646,34
9647,34
9648,31
9649,32
9650,29
9651,28
9652,27
9653,31
9654,31
9655,31
9656,31
9657,31
9658,0
9659,29
9660,26
9661,26
9662,26
9663,26
9664,26
9665,26
9666,24
9667,24
9668,26
9669,26
9670,26
9671,26
9672,26
9673,26
9674,26
9675,27
9676,28
9677,26
9678,29
9679,27
9680,31
9681,29
9682,24
9683,29
9684,24
9685,27
9686,26
9687,31
9688,31
9689,31
9690,31
9691,31
9692,29
9693,31
9694,29
9695,35
9696,29
9697,28
9698,27
9699,33
9700,27
9701,31
9702,29
9703,26
9704,29
9705,24
9706,20
9707,31
9708,29
9709,34
9710,29
9711,26
9712,29
9713,26
9714,22
9715,24
9716,27
9717,22
9718,31
9719,31
9720,26
9721,29
9722,29
9723,29
9724,27
9725,29
9726,31
9727,27
9728,29
9729,29
9730,27
9731,29
9732,29
9733,31
9734,33
9735,26
9736,29
9737,28
9738,31
9739,27
9740,29
9741,31
9742,29
9743,31
9744,33
9745,29
9746,29
9747,26
9748,31
9749,29
9750,29
9751,31
9752,24
9753,29
9754,27
9755,29
9756,26
9757,29
9758,29
9759,31
9760,24
9761,24
9762,29
9763,27
9764,27
9765,32
9766,24
9767,31
9768,31
9769,27
9770,34
9771,22
9772,24
9773,34
9774,29
9775,31
9776,26
9777,29
9778,27
9779,29
9780,24
9781,29
9782,27
9783,29
9784,29
9785,27
9786,31
9787,33
9788,31
9789,33
9790,33
9791,31
9792,31
9793,29
9794,26
9795,26
9796,24
9797,26
9798,26
9799,29
9800,31
9801,26
9802,31
9803,31
9804,33
9805,31
9806,31
9807,34
9808,29
9809,34
9810,31
9811,33
9812,29
9813,31
9814,24
9815,32
9816,27
9817,34
9818,33
9819,32
9820,29
9821,24
9822,33
9823,29
9824,31
9825,24
9826,31
9827,27
9828,31
9829,31
9830,31
9831,29
9832,29
9833,31
9834,31
9835,28
9836,32
9837,32
9838,31
9839,24
9840,27
9841,30
9842,31
9843,26
9844,28
9845,27
9846,26
9847,33
9848,27
9849,33
9850,31
9851,33
9852,29
9853,29
9854,33
9855,29
9856,29
9857,31
9858,29
9859,27
9860,29
9861,24
9862,29
9863,31
9864,31
9865,33
9866,36
9867,31
9868,33
9869,33
9870,33
9871,29
9872,33
9873,33
9874,31
9875,31
9876,31
9877,29
9878,29
9879,29
9880,31
9881,31
9882,28
9883,31
9884,32
9885,32
9886,31
9887,32
9888,31
9889,32
9890,28
9891,29
9892,27
9893,27
9894,29
9895,29
9896,24
9897,31
9898,33
9899,29
9900,27
9901,29
9902,27
9903,29
9904,27
9905,31
9906,27
9907,31
9908,27
9909,32
9910,27
9911,29
9912,31
9913,29
9914,29
9915,26
9916,27
9917,31
9918,25
9919,27
9920,27
9921,29
9922,27
9923,27
9924,27
9925,29
9926,27
9927,31
9928,27
9929,0
9930,31
9931,29
9932,29
9933,28
9934,31
9935,0
9936,31
9937,28
9938,29
9939,29
9940,29
9941,32
9942,29
9943,29
9944,29
9945,29
9946,27
9947,31
9948,33
9949,29
9950,29
9951,31
9952,25
9953,29
9954,31
9955,27
9956,31
9957,31
9958,31
9959,29
9960,31
9961,31
9962,31
9963,31
9964,29
9965,28
9966,31
9967,33
9968,33
9969,33
9970,33
9971,31
9972,29
9973,31
9974,33
9975,34
9976,28
9977,24
9978,29
9979,33
9980,31
9981,33
9982,37
9983,32
9984,34
9985,41
9986,38
9987,34
9988,40
9989,33
9990,33
9991,39
9992,34
9993,39
9994,39
9995,32
9996,36
9997,33
9998,34
9999,38
10000,33
10001,33
10002,33
10003,33
10004,26
10005,32
10006,32
10007,30
10008,32
10009,32
10010,25
10011,32
10012,32
10013,27
10014,34
10015,34
10016,34
10017,27
10018,31
10019,34
10020,27
10021,34
10022,34
10023,31
10024,31
10025,27
10026,38
10027,34
10028,36
10029,32
10030,32
10031,33
10032,33
10033,26
10034,33
10035,33
10036,29
10037,38
10038,38
10039,33
10040,36
10041,31
10042,36
10043,33
10044,36
10045,29
10046,38
10047,33
10048,33
10049,27
10050,33
10051,27
10052,36
10053,29
10054,36
10055,36
10056,29
10057,29
10058,34
10059,34
10060,38
10061,38
10062,32
10063,32
10064,36
10065,36
10066,33
10067,33
10068,29
10069,29
10070,32
10071,20
10072,32
10073,32
10074,36
10075,21
10076,36
10077,34
10078,38
10079,14
10080,38
10081,31
10082,32
10083,13
10084,32
10085,29
10086,38
10087,19
10088,38
10089,34
10090,36
10091,36
10092,34
10093,41
10094,38
10095,36
10096,34
10097,34
10098,36
10099,36
10100,32
10101,31
10102,28
10103,39
10104,39
10105,32
10106,36
10107,36
10108,29
10109,34
10110,34
10111,27
10112,34
10113,27
10114,39
10115,35
10116,32
10117,36
10118,36
10119,31
10120,31
10121,31
10122,26
10123,41
10124,38
10125,34
10126,35
10127,35
10128,30
10129,38
10130,38
10131,33
10132,38
10133,36
10134,33
10135,36
10136,36
10137,29
10138,36
10139,36
10140,36
10141,36
10142,33
10143,31
10144,38
10145,38
10146,38
10147,31
10148,33
10149,36
10150,36
10151,31
10152,36
10153,33
10154,33
10155,26
10156,33
10157,33
10158,33
10159,26
10160,36
10161,32
10162,37
10163,31
10164,38
10165,38
10166,38
10167,31
10168,34
10169,34
10170,34
10171,29
10172,34
10173,34
10174,41
10175,31
10176,41
10177,34
10178,31
10179,38
10180,38
10181,38
10182,29
10183,38
10184,34
10185,34
10186,34
10187,29
10188,34
10189,34
10190,34
10191,27
10192,34
10193,34
10194,38
10195,33
10196,38
10197,31
10198,38
10199,41
10200,38
10201,41
10202,36
10203,38
10204,34
10205,34
10206,29
10207,30
10208,36
10209,36
10210,36
10211,27
10212,36
10213,34
10214,34
10215,34
10216,34
10217,31
10218,34
10219,33
10220,33
10221,33
10222,29
10223,33
10224,33
10225,33
10226,33
10227,26
10228,33
10229,41
10230,36
10231,41
10232,41
10233,41
10234,41
10235,28
10236,34
10237,82
10238,82
10239,34
10240,28
10241,34
10242,36
10243,33
10244,33
10245,26
10246,33
10247,33
10248,32
10249,25
10250,41
10251,36
10252,41
10253,34
10254,36
10255,36
10256,36
10257,36
10258,27
10259,36
10260,36
10261,36
10262,36
10263,33
10264,36
10265,36
10266,36
10267,36
10268,29
10269,36
10270,34
10271,34
10272,34
10273,31
10274,34
10275,36
10276,36
10277,36
10278,36
10279,32
10280,36
10281,20
10282,43
10283,43
10284,36
10285,16
10286,36
10287,36
10288,19
10289,44
10290,44
10291,34
10292,15
10293,38
10294,38
10295,24
10296,44
10297,34
10298,15
10299,38
10300,38
10301,32
10302,32
10303,32
10304,27
10305,32
10306,36
10307,41
10308,41
10309,36
10310,36
10311,36
10312,29
10313,36
10314,36
10315,33
10316,36
10317,27
10318,33
10319,36
10320,33
10321,36
10322,31
10323,33
10324,35
10325,38
10326,29
10327,35
10328,38
10329,43
10330,38
10331,43
10332,36
10333,38
10334,35
10335,35
10336,40
10337,32
10338,17
10339,41
10340,36
10341,41
10342,41
10343,38
10344,19
10345,38
10346,33
10347,17
10348,53
10349,48
10350,53
10351,43
10352,36
10353,32
10354,32
10355,38
10356,22
10357,22
10358,38
10359,38
10360,34
10361,38
10362,38
10363,37
10364,41
10365,34
10366,41
10367,41
10368,34
10369,41
10370,32
10371,27
10372,32
10373,36
10374,31
10375,36
10376,36
10377,29
10378,36
10379,36
10380,29
10381,36
10382,34
10383,34
10384,34
10385,19
10386,38
10387,33
10388,38
10389,17
10390,53
10391,48
10392,53
10393,22
10394,22
10395,43
10396,36
10397,32
10398,38
10399,34
10400,32
10401,38
10402,38
10403,38
10404,38
10405,19
10406,41
10407,32
10408,41
10409,41
10410,34
10411,41
10412,14
10413,41
10414,34
10415,41
10416,19
10417,36
10418,27
10419,41
10420,12
10421,39
10422,31
10423,39
10424,24
10425,32
10426,34
10427,34
10428,13
10429,39
10430,36
10431,39
10432,20
10433,36
10434,32
10435,36
10436,20
10437,38
10438,38
10439,32
10440,38
10441,38
10442,41
10443,36
10444,41
10445,38
10446,38
10447,38
10448,38
10449,38
10450,37
10451,41
10452,41
10453,34
10454,37
10455,37
10456,36
10457,36
10458,36
10459,36
10460,34
10461,41
10462,39
10463,39
10464,36
10465,36
10466,36
10467,33
10468,38
10469,34
10470,34
10471,33
10472,36
10473,36
10474,37
10475,37
10476,37
10477,36
10478,41
10479,41
10480,39
10481,39
10482,39
10483,37
10484,43
10485,38
10486,33
10487,33
10488,33
10489,39
10490,41
10491,41
10492,36
10493,41
10494,36
10495,36
10496,40
10497,33
10498,38
10499,38
10500,33
10501,34
10502,39
10503,39
10504,34
10505,39
10506,36
10507,36
10508,36
10509,29
10510,38
10511,38
10512,31
10513,36
10514,36
10515,34
10516,31
10517,32
10518,33
10519,38
10520,37
10521,36
10522,36
10523,33
10524,36
10525,34
10526,38
10527,30
10528,37
10529,37
10530,40
10531,40
10532,38
10533,38
10534,31
10535,38
10536,36
10537,33
10538,33
10539,33
10540,37
10541,37
10542,37
10543,38
10544,33
10545,33
10546,33
10547,32
10548,38
10549,39
10550,34
10551,34
10552,32
10553,40
10554,40
10555,40
10556,34
10557,39
10558,40
10559,41
10560,39
10561,39
10562,36
10563,34
10564,32
10565,31
10566,31
10567,29
10568,32
10569,29
10570,34
10571,31
10572,31
10573,29
10574,31
10575,31
10576,28
10577,31
10578,31
10579,31
10580,34
10581,29
10582,28
10583,34
10584,34
10585,31
10586,31
10587,31
10588,31
10589,31
10590,31
10591,30
10592,32
10593,24
10594,32
10595,29
10596,29
10597,33
10598,29
10599,29
10600,26
10601,20
10602,31
10603,31
10604,33
10605,34
10606,27
10607,34
10608,34
10609,27
10610,27
10611,29
10612,27
10613,21
10614,19
10615,27
10616,32
10617,29
10618,32
10619,27
10620,29
10621,29
10622,29
10623,29
10624,28
10625,27
10626,27
10627,27
10628,29
10629,34
10630,34
10631,31
10632,31
10633,33
10634,31
10635,29
10636,33
10637,31
10638,32
10639,29
10640,31
10641,29
10642,29
10643,31
10644,32
10645,32
10646,31
10647,31
10648,28
10649,29
10650,31
10651,31
10652,29
10653,31
10654,34
10655,29
10656,29
10657,31
10658,29
10659,29
10660,26
10661,29
10662,33
10663,28
10664,27
10665,31
10666,29
10667,31
10668,28
10669,28
10670,31
10671,29
10672,29
10673,34
10674,31
10675,29
10676,29
10677,26
10678,26
10679,31
10680,27
10681,27
10682,29
10683,31
10684,31
10685,24
10686,26
10687,29
10688,29
10689,29
10690,32
10691,28
10692,26
10693,24
10694,26
10695,28
10696,32
10697,32
10698,27
10699,32
10700,32
10701,34
10702,24
10703,34
10704,31
10705,31
10706,27
10707,31
10708,32
10709,34
10710,24
10711,34
10712,34
10713,34
10714,29
10715,34
10716,32
10717,32
10718,34
10719,26
10720,34
10721,35
10722,39
10723,36
10724,28
10725,36
10726,36
10727,36
10728,26
10729,36
10730,34
10731,36
10732,28
10733,36
10734,36
10735,36
10736,26
10737,36
10738,36
10739,38
10740,26
10741,38
10742,36
10743,38
10744,27
10745,38
10746,38
10747,38
10748,27
10749,38
10750,36
10751,41
10752,40
10753,27
10754,40
10755,36
10756,38
10757,24
10758,38
10759,36
10760,38
10761,27
10762,38
10763,36
10764,39
10765,26
10766,39
10767,38
10768,40
10769,24
10770,40
10771,38
10772,38
10773,29
10774,38
10775,36
10776,40
10777,27
10778,40
10779,36
10780,38
10781,26
10782,38
10783,34
10784,36
10785,29
10786,36
10787,26
10788,30
10789,25
10790,30
10791,36
10792,38
10793,26
10794,38
10795,39
10796,37
10797,34
10798,39
10799,37
10800,36
10801,41
10802,38
10803,37
10804,37
10805,38
10806,37
10807,38
10808,39
10809,39
10810,38
10811,39
10812,40
10813,39
10814,34
10815,38
10816,36
10817,29
10818,34
10819,34
10820,38
10821,39
10822,36
10823,36
10824,36
10825,38
10826,39
10827,38
10828,36
10829,38
10830,38
10831,38
10832,39
10833,38
10834,39
10835,38
10836,38
10837,43
10838,36
10839,36
10840,39
10841,39
10842,36
10843,36
10844,33
10845,38
10846,39
10847,38
10848,33
10849,36
10850,32
10851,36
10852,36
10853,38
10854,39
10855,29
10856,34
10857,41
10858,36
10859,39
10860,36
10861,36
10862,38
10863,38
10864,41
10865,33
10866,22
10867,21
10868,19
10869,20
10870,22
10871,21
10872,22
10873,20
10874,26
10875,22
10876,24
10877,31
10878,24
10879,29
10880,30
10881,32
10882,33
10883,31
10884,24
10885,26
10886,29
10887,31
10888,32
10889,32
10890,31
10891,32
10892,32
10893,32
10894,31
10895,31
10896,31
10897,31
10898,31
10899,29
10900,31
10901,32
10902,31
10903,32
10904,32
10905,34
10906,34
10907,34
10908,34
10909,31
10910,31
10911,31
10912,29
10913,29
10914,31
10915,31
10916,31
10917,34
10918,34
10919,31
10920,31
10921,31
10922,29
10923,29
10924,29
10925,31
10926,31
10927,31
10928,31
10929,29
10930,29
10931,27
10932,27
10933,32
10934,32
10935,31
10936,31
10937,31
10938,29
10939,29
10940,21
10941,21
10942,32
10943,32
10944,31
10945,31
10946,31
10947,31
10948,31
10949,31
10950,0
10951,31
10952,31
10953,31
10954,31
10955,31
10956,31
10957,31
10958,27
10959,27
10960,27
10961,29
10962,29
10963,31
10964,31
10965,31
10966,26
10967,26
10968,31
10969,31
10970,31
10971,29
10972,29
10973,29
10974,31
10975,31
10976,31
10977,31
10978,31
10979,31
10980,31
10981,31
10982,31
10983,31
10984,47
10985,32
10986,32
10987,29
10988,29
10989,31
10990,29
10991,33
10992,28
10993,29
10994,28
10995,28
10996,31
10997,28
10998,33
10999,33
11000,33
11001,33
11002,31
11003,31
11004,36
11005,36
11006,31
11007,31
11008,29
11009,29
11010,32
11011,31
11012,31
11013,29
11014,29
11015,31
11016,31
11017,31
11018,31
11019,33
11020,33
11021,33
11022,33
11023,26
11024,29
11025,29
11026,29
11027,28
11028,28
11029,28
11030,28
11031,28
11032,26
11033,26
11034,29
11035,31
11036,31
11037,28
11038,28
11039,29
11040,29
11041,29
11042,31
11043,31
11044,31
11045,31
11046,31
11047,31
11048,31
11049,31
11050,31
11051,24
11052,24
11053,29
11054,29
11055,29
11056,29
11057,29
11058,29
11059,45
11060,31
11061,31
11062,31
11063,31
11064,21
11065,21
11066,21
11067,24
11068,24
11069,24
11070,24
11071,24
11072,19
11073,19
11074,21
11075,21
11076,19
11077,19
11078,21
11079,21
11080,21
11081,21
11082,22
11083,22
11084,19
11085,19
11086,21
11087,21
11088,39
11089,29
11090,29
11091,31
11092,31
11093,29
11094,29
11095,33
11096,33
11097,33
11098,33
11099,31
11100,29
11101,31
11102,31
11103,24
11104,24
11105,24
11106,29
11107,29
11108,29
11109,29
11110,29
11111,29
11112,29
11113,29
11114,31
11115,31
11116,34
11117,34
11118,34
11119,34
11120,24
11121,24
11122,24
11123,24
11124,24
11125,32
11126,29
11127,24
11128,24
11129,24
11130,24
11131,24
11132,26
11133,26
11134,24
11135,24
11136,24
11137,24
11138,26
11139,26
11140,24
11141,24
11142,26
11143,26
11144,22
11145,22
11146,20
11147,20
11148,20
11149,20
11150,20
11151,20
11152,20
11153,20
11154,20
11155,20
11156,24
11157,24
11158,22
11159,22
11160,21
11161,21
11162,22
11163,22
11164,22
11165,22
11166,21
11167,21
11168,32
11169,31
11170,29
11171,29
11172,29
11173,32
11174,32
11175,31
11176,31
11177,31
11178,29
11179,29
11180,31
11181,29
11182,31
11183,29
11184,32
11185,31
11186,31
11187,31
11188,36
11189,36
11190,33
11191,38
11192,34
11193,38
11194,36
11195,36
11196,31
11197,36
11198,31
11199,33
11200,36
11201,34
11202,41
11203,34
11204,38
11205,31
11206,36
11207,38
11208,36
11209,36
11210,41
11211,35
11212,31
11213,34
11214,33
11215,33
11216,39
11217,36
11218,31
11219,37
11220,33
11221,34
11222,38
11223,34
11224,33
11225,31
11226,31
11227,33
11228,34
11229,36
11230,31
11231,37
11232,31
11233,33
11234,33
11235,38
11236,38
11237,36
11238,32
11239,36
11240,36
11241,38
11242,35
11243,33
11244,31
11245,36
11246,31
11247,34
11248,38
11249,31
11250,38
11251,36
11252,31
11253,31
11254,33
11255,36
11256,41
11257,36
11258,36
11259,36
11260,32
11261,36
11262,38
11263,36
11264,36
11265,32
11266,36
11267,34
11268,34
11269,40
11270,36
11271,36
11272,27
11273,37
11274,38
11275,31
11276,39
11277,34
11278,36
11279,31
11280,29
11281,33
11282,31
11283,38
11284,38
11285,43
11286,33
11287,38
11288,36
11289,41
11290,36
11291,36
11292,32
11293,38
11294,33
11295,39
11296,39
11297,34
11298,36
11299,36
11300,34
11301,39
11302,39
11303,39
11304,39
11305,40
11306,36
11307,34
11308,34
11309,41
11310,31
11311,39
11312,39
11313,38
11314,34
11315,38
11316,36
11317,38
11318,39
11319,29
11320,34
11321,33
11322,33
11323,33
11324,38
11325,41
11326,31
11327,34
11328,38
11329,41
11330,39
11331,36
11332,36
11333,37
11334,40
11335,40
11336,36
11337,38
11338,39
11339,39
11340,36
11341,39
11342,37
11343,31
11344,32
11345,32
11346,38
11347,33
11348,36
11349,36
11350,37
11351,38
11352,31
11353,31
11354,33
11355,32
11356,40
11357,36
11358,36
11359,31
11360,31
11361,36
11362,38
11363,33
11364,31
11365,38
11366,36
11367,41
11368,49
11369,36
11370,34
11371,34
11372,34
11373,40
11374,36
11375,34
11376,36
